,Document,Topic,Name,CustomName,Top_n_words,Representative_document
1058,aşırı yüksek mevcut yer kötü oyna,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1059,güzel güzel değil,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1060,laf akşam trafik anadolu bulvar kuyruk ısrar kaynak yıldız,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1061,zam_önce ötebil,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1062,ilgi muamele,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1063,içeri ferah tuvalet personel_güler yüz kenar giriş önlem an kaza olabil dur güven araban özen motor bakım açı ömür hazar kullanım bide yarım yarım fulle zam belli konuş bak aile hayır,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1064,personel ilgili bilgi kalite kalite tuvalet temiz herşey güzel paro vs,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1065,düzen ara sıra atar personel rahat,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1066,klasik motorin sorun_yaşa şimdi,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1067,güzel sakin hız,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1068,ayrıcalık aylık olarak genel mana standart tercih sebep,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1069,güler_yüz personel hizmet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1070,kalite hizmet güzel işle yorum den bekle alıp dünya gez,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1071,ilgili lavabo tertemiz yer güzel,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1072,beğen özellik lastik_hava basma alet bölüm aktif olma cam su,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1073,eleman dayı muhasebe müdür eleman hiçbir şekil hak dış herşey,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1074,kalite wc temiz başla güven kullan wc temiz kal el sabun yok çeki düzen gerek,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1075,işle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1076,birtane şişe kola,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1077,dolu arkadaş diyebil müdür taşıt matik müşteri zam_önce den kota koy şekil etik durum değil taşıt tanı ilgili ibare yok konu ilgilen iste,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1078,göz boya hizmet tavsiye,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1079,bugün dünya su tut baş kalk öner ayıp haram,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1080,sürekli sıkıntı kamyonet bugün farket kapak kapa ihmal anla,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1081,müşteri hava_bas ofis şikayet edil lamba sorun göster diyen ofis gerekli yer şikayet rezil mağdur,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1082,wc kapı saçma şekil otomatik kapı sürgülü değil uyarı hız açıl kafa yar,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1083,civar büfe sigara yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1084,yıka girdi bakım makina sorun hallet,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1085,kalite temiz geç göz ara çizgi boz inşallah,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1086,sürekli gülveren hesap kalite,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1087,hesap kalite hizmet_anlayış teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1088,yenile yıka ideal,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1089,kusur hizmet kusur,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1090,süper yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1091,oto lastik tamir oto tamir amortisör tamir hizmet,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1092,tesis değil örnek tane kola değil tane,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1093,ziyaret rezil yer zorla herkes açtır kalite sürekli yanıl sürekli denet gerek,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1094,zam haber bozuk indirim duyunç kalite yakış gülveren,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1095,kere deneme rağmen paro kullan işle aile yakış kullan bilgi,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1096,plastik basma cihaz bozuk,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1097,sistem yükle yüklem,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1098,kazık külliyen kazık,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1099,titiz özellikle tuvalet temiz mis koku güzel arkadaş temiz yer tertemiz mis koka girdi emek sağlık,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1100,personel eğitim alaka yad değille müşteri öyle yansı,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1101,düzen yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1102,merkez nokta mevcut wc,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1103,kalite güven yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1104,hizmet devam dile teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1105,işle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1106,tuvalet ilgili,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1107,güzel,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1108,wc vs hijyenik dolu kapak tak,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1109,yorum oku tercih hata kabul etmeme müşteri iletişim hoş_değil müşteri hizmet ilgi alın ücret görüş dilek,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1110,ürün çeşit bakım zayıf mekan limon soda çay ikram şeker kal personel çözüm çaba herşey kelime,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1111,zam_önce sık sık türlü bahane işle kalite yakış,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1112,kötü yıka köpük tazyik su deme şahit musluk su tazyik daracık yer durula üç artık hala durula si pis ti,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1113,değil kal motor el tavsiye,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1114,ürün fırsat çevir herşey katı,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1115,yüksek,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1116,hizmet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1117,sene yenile hal kısım güzel kısım zengin peynir yumurta tişört gömlek kravat başkent üniversitesi üretim yıka_makine yıka_bölüm köpük su lastik basınç sensör oto süpürge çevre güven nezih,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1118,yerli_mil gurur güven ara dur kalite hizmet güleryüz personel hizmet etme,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1119,temiz ürün çeşit özellikle yolcu büyük kolay sağla teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1120,bakım oda olma ürün çeşit olma tercih öncelik yer şahi ci,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1121,standart başkent üniversitesi giriş bulun öğretim görev öğrenci çokça ziyaret üst tan güzel kafe,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1122,ev üst olma sık uğra hizmet personel,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1123,ihtiyaç_mola dur yer gerçekten,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1124,doğru düzgün arka bölüm yıka üst başkent üniversitesi alt bulun ofis,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1125,hizmet wc özen kir değil özen klozet kapak örtü yok mesela peçete yer,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1126,muhteşem tesis ihtiyaç_karşıla önem tuvalet güler_yüz personel yolcu başlangıç,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1127,dk kal çekiç götür tamir pis değil koskoca yalan numune kaç gün çök ara,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1128,sırf yaşa gelir yüksek düşün söğüşle mantık kere normal,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1129,düş sarsıntı kalite düşük olabil,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1130,otomatik yıka çoook uz kan fırça eski arka cam kapak sök at fırça ayar bozuk baskı bas salla sonuç çiz kuyu su kullan dur gerek kireç leke kal,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1131,kan dava güt düşün emsal,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1132,yıka güzel uydur kaçır,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1133,hava_basma cihaz su arıza özen lütfen,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1134,yazık mescid,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
1135,kal,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1136,personel_güler yüz hizmet_anlayış varan hız organize ekip sorun çöz müşteri_memnuniyet sıra müşteri kaybet alım mutlu şekil ayır,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1137,söz klasik anlayış nokta taşı öncü isim,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1138,güler_yüz personel tebrik etmek lazım beğen ukala beklenti müşteri rağmen personel sabır tebrik,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1139,yıka hizmet ilgili yoğun rağmen öz veri arkadaş,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1140,güç rağmen bütün personel ilgi_alaka teşekkür çoğu yer ilgi_alaka yaşa,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1141,chip görev beyza karaduman ali yardımcı güven memnun,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
1142,güler_yüz ilgili,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1143,inan profesyonel zam gelecek gün çevre saat ekip profesyonel ön kuyruk oluş sıra öyle muhteşem kısa_süre talep karşıla şapka çıkar tebrik ye enerji,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1144,kasiyer diger değer,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
1145,personel özellikle personel memnun herkes teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
